wikipedia.org,"[""m.wikipedia.org"", ""store.wikipedia.org"", ""wikipedia.org"", ""zero.wikipedia.org""]"
example.com,"[""dev.example.com"", ""example.com"", ""m.example.com"", ""m.testexample.com"", ""products.example.com"", ""support.example.com"", ""www.example.com""]"
github.com,"[""api.mcp.github.com"", ""api.security.github.com"", ""api.stars.github.com"", ""asset-generator.github.com"", ""atom-installer.github.com"", ""awesome-copilot.github.com"", ""branch.github.com"", ""brandguide.github.com"", ""bug-bash.github.com"", ""camo.github.com"", ""central.github.com"", ""cla.github.com"", ""classroom.github.com"", ""cloud.github.com"", ""codespaces-dev.github.com"", ""codespaces-ppe.github.com"", ""codespaces.github.com"", ""communication.github.com"", ""community.github.com"", ""docs-front-door.github.com"", ""docs.github.com"", ""dodgeball.github.com"", ""ducky.github.com"", ""edu.github.com"", ""education.github.com"", ""emails.github.com"", ""enterprise.github.com"", ""examadmin-uat.github.com"", ""examadmin.github.com"", ""examregistration-api.github.com"", ""examregistration-uat-api.github.com"", ""examregistration-uat.github.com"", ""examregistration.github.com"", ""f.cloud.github.com"", ""fast.github.com"", ""gameoff.github.com"", ""garage.github.com"", ""gist.github.com"", ""github.com"", ""graphql-stage.github.com"", ""graphql.github.com"", ""help.github.com"", ""helpnext.github.com"", ""hq.github.com"", ""id.github.com"", ""import.github.com"", ""import2.github.com"", ""importer2.github.com"", ""jira.github.com"", ""jobs.github.com"", ""lab-sandbox.github.com"", ""lab.github.com"", ""learn.github.com"", ""livesend.github.com"", ""m.communication.github.com"", ""mac-installer.github.com"", ""mailing.github.com"", ""maintainers.github.com"", ""model-launchkit.github.com"", ""mona-arcade.github.com"", ""octocaptcha.review-lab.github.com"", ""octostatus-production.github.com"", ""offer.github.com"", ""partnerportal.github.com"", ""pkg.github.com"", ""porter.github.com"", ""porter2.github.com"", ""proxima-review-lab.github.com"", ""raw.github.com"", ""registry.github.com"", ""render-lab.github.com"", ""render.github.com"", ""res.communication.github.com"", ""review-lab.github.com"", ""rs.github.com"", ""schrauger.github.com"", ""skyline.github.com"", ""slack.github.com"", ""smtp.github.com"", ""staging-lab.github.com"", ""status.github.com"", ""stg.github.com"", ""styleguide.github.com"", ""support.enterprise.github.com"", ""t.communication.github.com"", ""talks.github.com"", ""visualstudio.github.com"", ""vpn-ca.iad.github.com"", ""vscode-auth.github.com"", ""workspaces-dev.github.com"", ""workspaces-ppe.github.com"", ""workspaces.github.com"", ""ws.support.github.com"", ""www.api.security.github.com"", ""www.api.stars.github.com"", ""www.communication.github.com"", ""www.github.com"", ""www.graphql-stage.github.com"", ""www.graphql.github.com"", ""www.jira.github.com"", ""www.maintainers.github.com"", ""www.partnerportal.github.com"", ""www.render-lab.github.com"", ""www.skyline.github.com"", ""www.smtp.github.com"", ""www.support.enterprise.github.com"", ""www.visualstudio.github.com"", ""www.ws.support.github.com""]"
